2025-08-17 22:34:36,617 [INFO] Starting scrape: @lobelia4cosmetics
2025-08-17 22:34:36,618 [INFO] @lobelia4cosmetics scraped in 0.00 sec. 5 messages saved.
2025-08-17 22:34:36,619 [INFO] Starting scrape: @tikvahpharma
2025-08-17 22:34:36,620 [INFO] @tikvahpharma scraped in 0.00 sec. 5 messages saved.
2025-08-17 22:34:36,620 [INFO] Starting scrape: @yetenaweg
2025-08-17 22:34:36,621 [INFO] @yetenaweg scraped in 0.00 sec. 5 messages saved.
2025-08-17 22:34:36,621 [INFO] Starting scrape: @ethiopianfoodanddrugauthority
2025-08-17 22:34:36,622 [INFO] @ethiopianfoodanddrugauthority scraped in 0.00 sec. 5 messages saved.
2025-08-17 22:34:36,623 [INFO] Starting scrape: @CheMed123
2025-08-17 22:34:36,623 [INFO] @CheMed123 scraped in 0.00 sec. 5 messages saved.
2025-08-17 22:34:36,624 [INFO] Starting scrape: @newoptics
2025-08-17 22:34:36,625 [INFO] @newoptics scraped in 0.00 sec. 5 messages saved.
2025-08-17 22:43:55,599 [INFO] Skipped (already exists): ../data/raw/telegram_messages/2025-08-17/lobelia4cosmetics.json
2025-08-17 22:43:55,600 [INFO] Skipped (already exists): ../data/raw/telegram_messages/2025-08-17/tikvahpharma.json
2025-08-17 22:43:55,600 [INFO] Skipped (already exists): ../data/raw/telegram_messages/2025-08-17/yetenaweg.json
2025-08-17 22:43:55,601 [INFO] Skipped (already exists): ../data/raw/telegram_messages/2025-08-17/ethiopianfoodanddrugauthority.json
2025-08-17 22:43:55,601 [INFO] Skipped (already exists): ../data/raw/telegram_messages/2025-08-17/CheMed123.json
2025-08-17 22:43:55,601 [INFO] Skipped (already exists): ../data/raw/telegram_messages/2025-08-17/newoptics.json
2025-08-17 22:48:28,373 [INFO] Starting scrape: @lobelia4cosmetics
2025-08-17 22:48:28,374 [INFO] @lobelia4cosmetics scraped in 0.00 sec. 5 messages saved.
2025-08-17 22:48:28,374 [INFO] Starting scrape: @tikvahpharma
2025-08-17 22:48:28,375 [INFO] @tikvahpharma scraped in 0.00 sec. 5 messages saved.
2025-08-17 22:48:28,375 [INFO] Starting scrape: @yetenaweg
2025-08-17 22:48:28,376 [INFO] @yetenaweg scraped in 0.00 sec. 5 messages saved.
2025-08-17 22:48:28,377 [INFO] Starting scrape: @ethiopianfoodanddrugauthority
2025-08-17 22:48:28,377 [INFO] @ethiopianfoodanddrugauthority scraped in 0.00 sec. 5 messages saved.
2025-08-17 22:48:28,378 [INFO] Starting scrape: @CheMed123
2025-08-17 22:48:28,378 [INFO] @CheMed123 scraped in 0.00 sec. 5 messages saved.
2025-08-17 22:48:28,379 [INFO] Starting scrape: @newoptics
2025-08-17 22:48:28,379 [INFO] @newoptics scraped in 0.00 sec. 5 messages saved.
2025-08-17 22:49:01,893 [INFO] Connecting to 149.154.167.51:443/TcpFull...
2025-08-17 22:49:03,651 [INFO] Connection to 149.154.167.51:443/TcpFull complete!
2025-08-17 22:49:53,064 [INFO] Phone migrated to 4
2025-08-17 22:49:53,243 [INFO] Reconnecting to new data center 4
2025-08-17 22:49:53,586 [INFO] Disconnecting from 149.154.167.51:443/TcpFull...
2025-08-17 22:49:53,587 [INFO] Disconnection from 149.154.167.51:443/TcpFull complete!
2025-08-17 22:49:53,587 [INFO] Connecting to 149.154.167.91:443/TcpFull...
2025-08-17 22:49:55,486 [INFO] Connection to 149.154.167.91:443/TcpFull complete!
2025-08-17 22:50:12,766 [INFO] Skipped (already exists): @lobelia4cosmetics
2025-08-17 22:50:12,768 [INFO] Skipped (already exists): @tikvahpharma
2025-08-17 22:50:12,769 [INFO] Skipped (already exists): @yetenaweg
2025-08-17 22:50:12,770 [INFO] Skipped (already exists): @ethiopianfoodanddrugauthority
2025-08-17 22:50:12,771 [INFO] Skipped (already exists): @CheMed123
2025-08-17 22:50:12,772 [INFO] Skipped (already exists): @newoptics
2025-08-17 22:53:12,100 [INFO] Connecting to 149.154.167.91:443/TcpFull...
2025-08-17 22:53:12,224 [INFO] Connection to 149.154.167.91:443/TcpFull complete!
2025-08-17 22:53:13,177 [INFO] Starting scrape: @lobelia4cosmetics
2025-08-17 22:53:13,774 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:14,381 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:14,517 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:14,669 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:14,841 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:15,004 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:15,185 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:15,594 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:15,788 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:15,993 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:16,175 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:16,333 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:16,501 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:16,707 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:16,876 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:17,111 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:17,414 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:17,615 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:18,073 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:18,272 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:18,488 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:18,711 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:18,873 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:19,107 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:19,328 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:19,470 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:19,654 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:19,877 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:20,049 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:20,229 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:20,647 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:21,213 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:21,414 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:21,617 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:21,817 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:22,039 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:22,333 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:22,575 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:22,902 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:23,475 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:23,781 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:24,000 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:24,216 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:24,427 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:24,584 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:24,961 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:25,146 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:25,302 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:25,613 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:25,809 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:26,164 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:26,388 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:26,527 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:26,699 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:26,913 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:27,111 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:27,342 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:27,759 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:27,906 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:28,447 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:28,657 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:28,935 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:29,463 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:29,614 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:29,787 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:30,192 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:30,356 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:30,599 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:30,809 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:31,272 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:31,428 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:31,591 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:31,754 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:31,910 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:32,061 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:32,370 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:32,584 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:32,779 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:32,956 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:33,170 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:33,371 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:33,625 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:33,778 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:33,922 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:34,104 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:34,337 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:34,576 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:34,779 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:35,043 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:35,266 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:35,472 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:35,648 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:35,869 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:36,080 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:36,351 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:36,632 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:36,818 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:37,002 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:37,159 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:37,353 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:37,871 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:38,073 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:38,251 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:38,713 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:38,856 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:39,019 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:39,262 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:39,552 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:39,706 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:39,953 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:40,257 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:40,660 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:41,114 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:41,322 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:41,522 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:41,689 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:42,183 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:42,401 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:42,644 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:42,868 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:43,057 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:43,267 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:43,527 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:43,743 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:44,010 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:44,305 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:44,580 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:44,752 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:45,142 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:45,358 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:45,574 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:45,723 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:45,915 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:46,160 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:46,334 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:46,496 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:46,924 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:47,163 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:47,341 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
2025-08-17 22:53:47,494 [INFO] Starting direct file download in chunks of 131072 at 0, stride 131072
